number,kind,title,category,evidence,linked_fix_prs,status
12324,issue,test flake: cli TestSSH/StdioExitOnStop,networking/proxy/websocket,"test flake: cli TestSSH/StdioExitOnStop Seen here: https://github.com/coder/coder/actions/runs/8068671751/job/22042003828?pr=12289 ``` t.go:108: 2024-02-27 17:15:13.424 [erro] coderd.agentrpc: failed to update lifecycle state owner=reverent-antonelli8-2tr workspace_name=boring_merkle0 agent_name="""" workspace_id=60165d18-d024-44dc-a174-5ef8bd6cbf08 payload=""lifecycle:{state:SHUTTING_DOWN changed_at:{seconds:1709054113…",,closed
12361,issue,flake: cli: goleak found unexpected goroutines,concurrency/race,flake: cli: goleak found unexpected goroutines Seen here: https://github.com/coder/coder/actions/runs/8094243291/job/22118541580?pr=12353 Logs: https://gist.github.com/johnstcn/65e289d4d7d5645bc0157081d1dc2cab flake: cli: goleak found unexpected goroutines Seen here: https://github.com/coder/coder/actions/runs/8094243291/job/22118541580?pr=12353 Logs: https://gist.github.com/johnstcn/65e289d4d7d5645bc0157081d1dc2cab …,,closed
12370,issue,flake: JS test - Create template from starter template,browser/e2e/playwright,flake: JS test - Create template from starter template Results: https://github.com/coder/coder/actions/runs/8101351660/job/22141363659?pr=12369 flake: JS test - Create template from starter template Results: https://github.com/coder/coder/actions/runs/8101351660/job/22141363659?pr=12369 Not able to reproduce and it is not happening on CI anymore,,closed
12509,issue,flake: insights,timing/eventual consistency,"flake: insights From https://github.com/coder/coder/actions/runs/8229639076/job/22501248571?pr=12468 ```bash insights_test.go:108: Error Trace: /home/runner/actions-runner/_work/coder/coder/coderd/insights_test.go:108 Error: Not equal: expected: &codersdk.DAUsResponse{Entries:[]codersdk.DAUEntry{codersdk.DAUEntry{Date:""2024-03-11"", Amount:1}}, TZHourOffset:6} actual : &codersdk.DAUsResponse{Entries:[]codersdk.DAUEntr…",#12517,closed; linked_fix_merged
12529,issue,flake: coderd/database/dbpurge TestDeleteOldProvisionerDaemons,database/transactions/migrations,flake: coderd/database/dbpurge TestDeleteOldProvisionerDaemons https://github.com/coder/coder/actions/runs/8231926826/job/22509574243?pr=12517#step:5:331 ``` === FAIL: coderd/database/dbpurge TestDeleteOldProvisionerDaemons (10.09s) t.go:99: 2024-03-11 11:59:45.970 [info] pubsub: pubsub dialing postgres network=tcp address=127.0.0.1:5432 timeout_ms=0 t.go:99: 2024-03-11 11:59:45.970 [info] pubsub: pubsub postgres TCP…,,closed
12531,issue,flake: multiple TestWorkspaceProxyWorkspaceApps/* flakes,networking/proxy/websocket,flake: multiple TestWorkspaceProxyWorkspaceApps/* flakes Seen here: https://github.com/coder/coder/actions/runs/8233181037/job/22512128222?pr=12515 ``` === Failed === FAIL: enterprise/wsproxy TestWorkspaceProxyWorkspaceApps/WorkspaceAppsProxySubdomain/ProxyError (0.07s) apptest.go:921: Error Trace: /Users/runner/work/coder/coder/coderd/workspaceapps/apptest/apptest.go:921 Error: Not equal: expected: 502 actual : 200 …,,closed
12560,issue,Test Flake: TestTailnetAPIConnector_Disconnects,networking/proxy/websocket,"Test Flake: TestTailnetAPIConnector_Disconnects Seen here: https://github.com/coder/coder/actions/runs/8251437999/job/22568485226 ``` === FAIL: codersdk TestTailnetAPIConnector_Disconnects (0.09s) t.go:99: 2024-03-12 15:26:34.629 [debu] dialing Coder tailnet v2+ API t.go:99: 2024-03-12 15:26:34.634 [debu] obtained tailnet API v2+ client t.go:99: 2024-03-12 15:26:34.635 [debu] starting tailnet Coordinate peer_id={""Nam…",,closed
12603,issue,flake: TestExecutorAutostartUserSuspended,resource exhaustion/timeout,"…alhost:45405/api/v2/users/196c182b-8400-40dd-8cf0-47f2152f174e/status/suspend"": context deadline exceeded Test: TestExecutorAutostartUserSuspended Messages: update user status ``` flake: TestExecutorAutostartUserSuspended Seen [here](https://github.com/coder/coder/actions/runs/8289507869/job/22686061079) ``` lifecycle_executor_test.go:299: Error Trace: /home/runner/actions-runner/_work/coder/coder/coderd/autobuild/li…",,closed
12687,issue,flake: data race in scaletest/reconnectingpty Test_Runner/ExpectTimeout/NoTimeout,concurrency/race,flake: data race in scaletest/reconnectingpty Test_Runner/ExpectTimeout/NoTimeout Seen here: https://github.com/coder/coder/actions/runs/8359694931/job/22883576316 ``` ================== WARNING: DATA RACE Read at 0x00c01595a710 by goroutine 4398: os/exec.dedupEnvCase() /opt/hostedtoolcache/go/1.21.5/x64/src/os/exec/exec.go:1230 +0x17a os/exec.dedupEnv() /opt/hostedtoolcache/go/1.21.5/x64/src/os/exec/exec.go:1217 +0x…,,closed
12752,issue,test flake: TestSSH/StartStoppedWorkspace,networking/proxy/websocket,"test flake: TestSSH/StartStoppedWorkspace Seen here: - https://gist.github.com/johnstcn/6a4df695936601bbf2ec7a2474ac7443 - https://gist.github.com/johnstcn/ba3c102b00536935750824e4f028dc3e Excerpt: ``` t.go:99: 2024-03-25 16:29:01.183 [debu] coderd: GET host=localhost:33747 path=/api/v2/workspaces/4df758ea-1590-4922-a520-2580da559987 proto=HTTP/1.1 remote_addr=127.0.0.1 start=""2024-03-25T16:29:01.098658353Z"" took=84.…",#12760,closed; linked_fix_merged
12771,issue,test flake: race detected in scaletest/reconnectingpty Test_Runner,workspace/agent lifecycle,test flake: race detected in scaletest/reconnectingpty Test_Runner Seen here: https://github.com/coder/coder/actions/runs/8449286633/job/23143084707 Output: https://gist.github.com/johnstcn/9b817b8ba75619851843168b8a7f018e test flake: race detected in scaletest/reconnectingpty Test_Runner Seen here: https://github.com/coder/coder/actions/runs/8449286633/job/23143084707 Output: https://gist.github.com/johnstcn/9b817b8…,,closed
12789,issue,flake: `TestWorkspaceProxyWorkspaceApps_BlockDirect/ReconnectingPTY/SignedTokenQueryParameter`,workspace/agent lifecycle,flake: `TestWorkspaceProxyWorkspaceApps_BlockDirect/ReconnectingPTY/SignedTokenQueryParameter` As seen here: https://github.com/coder/coder/actions/runs/8463660814/job/23186948453?pr=12788 ```bash === FAIL: enterprise/wsproxy TestWorkspaceProxyWorkspaceApps_BlockDirect/ReconnectingPTY/SignedTokenQueryParameter (11.24s) ... Error Trace: /home/runner/actions-runner/_work/coder/coder/coderd/workspaceapps/apptest/apptest…,,closed
12932,issue,test flake: enterprise/coderd TestEntitlements/FullLicense,database/transactions/migrations,"…d coordinator delete coordinator_id=61203490-ef90-48e4-a7c2-1fa681311603 error=""sql: database is closed"" *** slogtest: log detected at level ERROR; TEST FAILURE *** t.go:99: 2024-04-10 19:33:07.339 [debu] coderd.pgcoord: ending cleanupLoop coordinator_id=61203490-ef90-48e4-a7c2-1fa681311603 error=""context canceled"" ``` test flake: enterprise/coderd TestEntitlements/FullLicense Seen here: https://github.com/coder/code…",,closed
12938,issue,flake: TestCollectInsights error log dropped,timing/eventual consistency,"flake: TestCollectInsights error log dropped Seen on: https://github.com/coder/coder/runs/23674923557 ``` t.go:108: 2024-04-10 18:22:29.578 [erro] coderd.metrics_cache: refresh error=""sql: no rows in result set"" *** slogtest: log detected at level ERROR; TEST FAILURE *** ``` flake: TestCollectInsights error log dropped Seen on: https://github.com/coder/coder/runs/23674923557 ``` t.go:108: 2024-04-10 18:22:29.578 [err…",,closed
13165,issue,Test flake: `coderd/database/dbpurge TestDeleteOldWorkspaceAgentStats`,database/transactions/migrations,"Test flake: `coderd/database/dbpurge TestDeleteOldWorkspaceAgentStats` https://github.com/coder/coder/actions/runs/8964016459/job/24615155790?pr=13164 Test flake: `coderd/database/dbpurge TestDeleteOldWorkspaceAgentStats` https://github.com/coder/coder/actions/runs/8964016459/job/24615155790?pr=13164 cc @mafredri since it seems like you're the last to touch. This seems to fail consistently, had to skip for now. Likel…",,closed
13240,issue,Test flake: Tests for `useClipboard` don't consistently flush state changes,browser/e2e/playwright,"…al, so depending on what's found after digging, it might be better to make some E2E tests instead - Though obviously it'd be better to have a single test for the clipboard, rather than needing to have ad-hoc tests for everything that just happens to use the clipboard - The main issue is that React Testing Library will inject a clipboard mock the moment you try to set up any kind of user session with `user.setup`. Thi…",#13250,closed; linked_fix_merged
13258,issue,flake: `TestIntegration/EasyNATDirect`,networking/proxy/websocket,…gration_test.go:156: Error Trace: /home/runner/actions-runner/_work/coder/coder/tailnet/test/integration/integration_test.go:156 Error: Received unexpected error: signal: terminated Test: TestIntegration/EasyNATDirect Messages: client 2 exited ``` flake: `TestIntegration/EasyNATDirect` https://github.com/coder/coder/actions/runs/9063208496/job/24899298903 & https://github.com/coder/coder/actions/runs/9061161483/job/2…,#13313,closed; linked_fix_merged
13293,issue,flake: coderd/database/pubsub TestMeasureLatency/MeasureLatencyRecvTimeout,database/transactions/migrations,"flake: coderd/database/pubsub TestMeasureLatency/MeasureLatencyRecvTimeout Seen here: https://github.com/coder/coder/actions/runs/9111846804/job/25049919786?pr=13292#step:5:381 ``` === FAIL: coderd/database/pubsub TestMeasureLatency/MeasureLatencyRecvTimeout (6.24s) t.go:99: 2024-05-16 12:08:36.496 [debu] performing measurement msg=""a10f2098-11cc-4baf-86a4-75b9ff440bac"" pubsub_linux_test.go:349: Error Trace: /home/ru…",,closed
13430,issue,test flake: `TestDeleteOldWorkspaceAgentStats`,database/transactions/migrations,…_test.go:123: Error Trace: /home/runner/actions-runner/_work/coder/coder/coderd/database/dbpurge/dbpurge_test.go:123 Error: Condition never satisfied Test: TestDeleteOldWorkspaceAgentStats Messages: it should delete old stats: [] ``` test flake: `TestDeleteOldWorkspaceAgentStats` Slack context: https://codercom.slack.com/archives/CJURPL8DN/p1717174598761439 Likely due to it being the last of the month. https://github…,,closed
13489,issue,flake: TestNetcheck: timeout reading from 127.0.0.1,networking/proxy/websocket,"…06T11:53:06.3211400Z ""Error"": ""probe stun: timeout reading from 127.0.0.1: read udp [::]:49829: i/o timeout"" 2024-06-06T11:53:06.3211820Z } [...] 2024-06-06T11:53:06.3247190Z netcheck_test.go:33: 2024-06-06T11:53:06.3247620Z Error Trace: /Users/runner/work/coder/coder/cli/netcheck_test.go:33 2024-06-06T11:53:06.3248020Z Error: Should be true 2024-06-06T11:53:06.3248300Z Test: TestNetcheck ``` Raw logs: https://gist.g…",,closed
13541,issue,flake: race in `TestWorkspaceProxyDERPMeshProbe/ProbeOK`,concurrency/race,flake: race in `TestWorkspaceProxyDERPMeshProbe/ProbeOK` See https://github.com/coder/coder/actions/runs/9466692800/job/26078961476?pr=13537 ``` === FAIL: enterprise/wsproxy TestWorkspaceProxyDERPMeshProbe/ProbeOK WARNING: DATA RACE Write at 0x00c03865c0d0 by goroutine 8583: github.com/coder/coder/v2/enterprise/wsproxy.(*Server).pingSiblingReplicas() /home/runner/actions-runner/_work/coder/coder/enterprise/wsproxy/ws…,,closed
13551,issue,flake: `TestWorkspaceAgent_Metadata_CatchMemoryLeak`,networking/proxy/websocket,…nterval=5m0s took=21.945µs t.go:99: 2024-06-12 08:37:41.949 [debu] coderd.servertailnet.net.wgengine: [v1] using fake (no-op) tun device t.go:99: 2024-06-12 08:37:41.949 [debu] coderd.servertailnet.net.wgengine: [v1] using fake (no-op) OS network configurator t.go:99: 2024-06-12 08:37:41.949 [debu] coderd.servertailnet.net.wgengine: [v1] using fake (no-op) DNS configurator t.go:99: 2024-06-12 08:37:41.949 [debu] code…,,closed
13636,issue,flake: scaletest/dashboard Test_Run,networking/proxy/websocket,…10.19s) t.go:99: 2024-06-22 14:04:46.792 [info] pubsub: pubsub dialing postgres network=tcp address=127.0.0.1:5432 timeout_ms=0 t.go:99: 2024-06-22 14:04:46.792 [info] pubsub: pubsub postgres TCP connection established netw flake: scaletest/dashboard Test_Run Seen here in both `test-go` and `test-go-pg` 1. https://github.com/coder/coder/actions/runs/9625993272/job/26551491171#step:5:354 2. https://github.com/coder/co…,,closed
13787,issue,flake: `TestTemplateVersionsArchive/Archive-Unarchive`,workspace/agent lifecycle,flake: `TestTemplateVersionsArchive/Archive-Unarchive` https://github.com/coder/coder/actions/runs/9791002172/job/27033833510?pr=13537 ```go === FAIL: cli TestTemplateVersionsArchive/Archive-Unarchive (1.35s) ... t.go:99: 2024-07-04 08:29:37.761 [warn] coderd: POST host=localhost:39445 path=/api/v2/templateversions/8f3a9842-b401-[418](https://github.com/coder/coder/actions/runs/9791002172/job/27033833510?pr=13537#ste…,,closed
13788,issue,flake: `TestUserOIDC/RoleSync/NewUserAndRemoveRolesOnReAuth`,networking/proxy/websocket,"…37 ```go ... t.go:108: 2024-07-04 08:31:18.415 [erro] http call not found path=/derp *** slogtest: log detected at level ERROR; TEST FAILURE *** idp.go:1165: unexpected request to IDP at path ""/derp"". Not supported ... ``` flake: `TestUserOIDC/RoleSync/NewUserAndRemoveRolesOnReAuth` https://github.com/coder/coder/actions/runs/9791002172/job/27033833510?pr=13537 ```go ... t.go:108: 2024-07-04 08:31:18.415 [erro] http …",,closed
13801,issue,flake: `AgentHasNotConnectedSinceWeek_LogsExpired`,database/transactions/migrations,…ctions/runs/9836445062/job/27152170089?pr=13799 ``` === Failed === FAIL: coderd/database/dbpurge TestDeleteOldWorkspaceAgentLogs/AgentHasNotConnectedSinceWeek_LogsExpired (10.02s) dbpurge_test.go:191: Error Trace: /home/runner/work/coder/coder/coderd/database/dbpurge/dbpurge_test.go:191 Error: Condition never satisfied Test: TestDeleteOldWorkspaceAgentLogs/AgentHasNotConnectedSinceWeek_LogsExpired ``` flake: `AgentHa…,,closed
13855,issue,Flake: `test-go-race` `coderd/provisionerdserver` leaked goroutine,concurrency/race,"Flake: `test-go-race` `coderd/provisionerdserver` leaked goroutine https://github.com/coder/coder/actions/runs/9860944020/job/27228286676?pr=13837 ``` === FAIL: coderd/provisionerdserver (0.00s) PASS goleak: Errors on successful test run: found unexpected goroutines: [Goroutine 6 in state chan send, with github.com/coder/coder/v2/coderd/provisionerdserver_test.TestHeartbeat.func1 on top of the stack: github.com/coder…",,closed
13882,issue,flake: `FakeAgentAPI.UpdateStats` goroutines on top of stack,concurrency/race,"flake: `FakeAgentAPI.UpdateStats` goroutines on top of stack https://github.com/coder/coder/actions/runs/9906150444/job/27368130548?pr=13881 ``` === Failed === FAIL: agent (0.00s) PASS goleak: Errors on successful test run: found unexpected goroutines: [Goroutine 36557 in state chan send, with github.com/coder/coder/v2/agent/agenttest.(*FakeAgentAPI).UpdateStats on top of the stack: github.com/coder/coder/v2/agent/ag…",,closed
13910,issue,flake: TestTracker_MultipleInstances,test isolation/order dependency,"…coderd/workspacestats/tracker_test.go:156 Error: Received unexpected error: pq: duplicate key value violates unique constraint ""templates_organization_id_name_idx"" Test: TestTracker_M flake: TestTracker_MultipleInstances Seen here: https://github.com/coder/coder/runs/27527618569 ``` dbgen.go:97: Error Trace: /home/runner/work/coder/coder/coderd/database/dbgen/dbgen.go:97 /home/runner/work/coder/coder/coderd/database/…",,closed
13931,issue,flake: `TestProvisionerDaemon_SessionToken/PrometheusEnabled`,timing/eventual consistency,flake: `TestProvisionerDaemon_SessionToken/PrometheusEnabled` https://github.com/coder/coder/actions/runs/9987661978/job/27602490812?pr=13902 ``` provisionerdaemons_test.go:207: Error Trace: /home/runner/work/coder/coder/enterprise/cli/provisionerdaemons_test.go:207 Error: Condition never satisfied Test: TestProvisionerDaemon_SessionToken/PrometheusEnabled ``` ```go // Fetch metrics from Prometheus endpoint var res *…,,closed
